Z:\Research\GameTheory>g++ stablevoting_fast.cpp -Wall && a.exe
[PROGRESS] perms_done=11191099 fails=106051168 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11194997 fails=106089376 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11199703 fails=106136084 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11200000 fails=106139054 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11204896 fails=106188014 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11209456 fails=106232516 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11212034 fails=106254756 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11214880 fails=106281162 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11217688 fails=106306466 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11220482 fails=106331764 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11223482 fails=106360160 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11226265 fails=106385164 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11229655 fails=106418092 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11232987 fails=106449762 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11236852 fails=106487612 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11241384 fails=106532932 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11245960 fails=106578692 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11250000 fails=106617394 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11252702 fails=106641066 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11255066 fails=106662876 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11257712 fails=106686150 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11260116 fails=106708607 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11262842 fails=106732942 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11265261 fails=106755808 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11268049 fails=106781508 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11270562 fails=106805552 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11273296 fails=106831692 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11275754 fails=106855800 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11278341 fails=106881302 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11280736 fails=106905252 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11283194 fails=106929832 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11285645 fails=106954342 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11288114 fails=106979032 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11290744 fails=107002597 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11293441 fails=107027056 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11295902 fails=107048751 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11298508 fails=107072626 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11300000 fails=107086819 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11302855 fails=107111554 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11305382 fails=107135744 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11308204 fails=107161472 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11310632 fails=107184902 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11313458 fails=107211726 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11315924 fails=107235938 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11318534 fails=107261646 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11320966 fails=107285966 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11323474 fails=107311046 avg_perm=0.0175s avg_case=0.0012s
[PROGRESS] perms_done=11325896 fails=107335266 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11328394 fails=107360246 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11331052 fails=107384113 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11333767 fails=107408730 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11336368 fails=107431573 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11338933 fails=107455290 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11341571 fails=107478546 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11344338 fails=107504762 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11347240 fails=107530678 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11349912 fails=107556966 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11350000 fails=107557846 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11353009 fails=107585650 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11355640 fails=107611720 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11358412 fails=107638840 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11361005 fails=107664770 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11363714 fails=107691860 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11366312 fails=107717840 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11369048 fails=107745200 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11371940 fails=107770380 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11374570 fails=107795174 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11377328 fails=107818626 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11379805 fails=107842424 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11382684 fails=107867164 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11385326 fails=107893056 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11388420 fails=107920484 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11391367 fails=107949008 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11394518 fails=107979154 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11397383 fails=108007108 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11400000 fails=108033134 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11402689 fails=108060024 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11405815 fails=108091284 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11408653 fails=108119664 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11411846 fails=108148579 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11414690 fails=108174788 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11417530 fails=108199222 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11420282 fails=108225608 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11423318 fails=108251654 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11426240 fails=108279710 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11429402 fails=108308694 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11432437 fails=108337580 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11436196 fails=108374256 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11439616 fails=108407884 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11443046 fails=108442184 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11446822 fails=108479944 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11450000 fails=108511724 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11453302 fails=108540210 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11456654 fails=108571360 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11459647 fails=108598124 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11462764 fails=108625992 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11466288 fails=108659584 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11469743 fails=108691234 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11473334 fails=108725314 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11477202 fails=108763246 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11481882 fails=108809670 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11486431 fails=108855160 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11491256 fails=108903208 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11494322 fails=108929188 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11497502 fails=108958149 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11500000 fails=108981024 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11503209 fails=109009732 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11506958 fails=109045314 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11510468 fails=109078018 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11514363 fails=109114810 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11518584 fails=109156352 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11523149 fails=109201870 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11528225 fails=109252630 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11532556 fails=109293641 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11535928 fails=109324726 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11538748 fails=109348861 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11542093 fails=109380597 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11545227 fails=109408582 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11548504 fails=109438836 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11550000 fails=109452992 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11553869 fails=109489888 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11557814 fails=109528572 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11562536 fails=109575392 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11567537 fails=109625402 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11572118 fails=109670571 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11574794 fails=109693166 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11577682 fails=109720020 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11580496 fails=109745240 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11583278 fails=109770426 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11586321 fails=109799174 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11589150 fails=109824576 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11592726 fails=109859280 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11595986 fails=109890344 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11599992 fails=109929604 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11600000 fails=109929684 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11604426 fails=109973944 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11609307 fails=110022754 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11613380 fails=110060605 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11616022 fails=110084658 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11618526 fails=110106723 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11621068 fails=110130018 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11623624 fails=110152732 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11626207 fails=110176830 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11628844 fails=110200928 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11631440 fails=110225624 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11634084 fails=110250426 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11636685 fails=110275788 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11639187 fails=110300148 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11641723 fails=110325328 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11644099 fails=110349088 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11646538 fails=110373478 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11648934 fails=110397438 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11650000 fails=110408098 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11652501 fails=110433000 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11655398 fails=110456960 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11657647 fails=110479012 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11660465 fails=110502534 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11662744 fails=110524724 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11665625 fails=110549484 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11668036 fails=110572796 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11670916 fails=110598798 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11673418 fails=110623074 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11676251 fails=110649862 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11678656 fails=110673556 avg_perm=0.0175s avg_case=0.0013s
[PROGRESS] perms_done=11681287 fails=110699382 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11683688 fails=110723392 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11686202 fails=110748532 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11688624 fails=110772752 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11691151 fails=110798022 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11693791 fails=110821994 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11696534 fails=110846646 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11699078 fails=110869184 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11700000 fails=110876956 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11702333 fails=110899460 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11705281 fails=110924844 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11707983 fails=110951144 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11711168 fails=110979624 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11713874 fails=111005804 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11716969 fails=111035348 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11719687 fails=111061952 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11722612 fails=111090938 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11725221 fails=111117028 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11728103 fails=111145848 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11730746 fails=111172278 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11733664 fails=111200031 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11736506 fails=111224672 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11738972 fails=111247310 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11741785 fails=111272286 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11744332 fails=111295392 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11747335 fails=111323168 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11750000 fails=111347190 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11753286 fails=111379074 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11756440 fails=111408364 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11759416 fails=111437700 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11762657 fails=111469694 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11765426 fails=111497384 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11768654 fails=111529664 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11771549 fails=111558614 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11774882 fails=111588680 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11777656 fails=111614478 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11780558 fails=111639188 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11783215 fails=111664892 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11786401 fails=111692266 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11789382 fails=111720696 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11792678 fails=111751336 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11795952 fails=111782210 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11799637 fails=111818424 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11800000 fails=111821958 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11803937 fails=111860976 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11807427 fails=111895876 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11811041 fails=111932016 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11815012 fails=111968868 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11818230 fails=111998844 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11821240 fails=112024420 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11824612 fails=112055994 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11828212 fails=112089134 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11831704 fails=112120690 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11835489 fails=112157156 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11839591 fails=112197110 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11844285 fails=112243474 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11849201 fails=112292634 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11850000 fails=112300624 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11854738 fails=112346384 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11857880 fails=112374490 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11861059 fails=112402458 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11864539 fails=112435396 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11868033 fails=112466706 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11871655 fails=112499842 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11875848 fails=112540124 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11880135 fails=112581908 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11885063 fails=112630676 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11890223 fails=112682276 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11895163 fails=112729852 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11898290 fails=112758052 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11900000 fails=112773823 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11903080 fails=112801058 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11906068 fails=112827910 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11909884 fails=112864202 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11913482 fails=112897370 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11917489 fails=112935280 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11921928 fails=112978966 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11926949 fails=113029080 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11932227 fails=113081860 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11936171 fails=113118210 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11939180 fails=113146496 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11941826 fails=113168960 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11944922 fails=113198770 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11947688 fails=113222446 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11950000 fails=113245114 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11953010 fails=113272194 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11956610 fails=113306706 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11960702 fails=113346682 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11965208 fails=113391214 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11970264 fails=113441774 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11975429 fails=113492433 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11978287 fails=113516830 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11980690 fails=113539298 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11983408 fails=113562832 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11985861 fails=113585784 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11988762 fails=113611754 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11991442 fails=113636622 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11994278 fails=113663346 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11997068 fails=113689536 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=11999785 fails=113716130 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12000000 fails=113718280 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12002652 fails=113744044 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12005270 fails=113770140 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12007654 fails=113793980 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12010240 fails=113819840 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12012662 fails=113844060 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12015276 fails=113870200 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12018251 fails=113894880 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12020454 fails=113916552 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12023402 fails=113941202 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12025692 fails=113963420 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12028735 fails=113989790 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12031337 fails=114014472 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12034345 fails=114042322 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12037030 fails=114067810 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12039858 fails=114095166 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12042514 fails=114121030 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12045242 fails=114148166 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12047678 fails=114172526 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12050000 fails=114195746 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12052495 fails=114220696 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12055122 fails=114246966 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12058042 fails=114271582 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12060420 fails=114294740 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12063278 fails=114318568 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12065647 fails=114341834 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12068730 fails=114368142 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12071482 fails=114394510 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12074530 fails=114422478 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12077332 fails=114449136 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12080291 fails=114477802 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12083050 fails=114504684 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12085876 fails=114532812 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12088447 fails=114558522 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12091195 fails=114586002 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12093845 fails=114612502 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12096748 fails=114639621 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12099750 fails=114666361 avg_perm=0.0176s avg_case=0.0013s
[PROGRESS] perms_done=12100000 fails=114668861 avg_perm=0.0176s avg_case=0.0013s
